No.,datadate,prccd,ajexdi,conm,tic,ipo_date,price,quarter,date_diff,Identifier,Trading Volume - Monthly,Net Asset Value - Monthly,Monthly Total Return Factor,Stock Exchange Code,S&P Rating
3792,10/18/2013,48.6,1,BENEFITFOCUS INC,BNFT,9/18/2013,48.6,2013Q3,30,BNFTSep-13,7635960,0,1,14,
3793,8/9/2013,32.92,1,CVENT INC,CVT.,8/9/2013,32.92,2013Q3,0,CVT.Aug-13,10781135,0,1,11,
3794,8/12/2013,33.1,1,CVENT INC,CVT.,8/9/2013,33.1,2013Q3,3,CVT.Aug-13,10781135,0,1,11,
3795,8/13/2013,32,1,CVENT INC,CVT.,8/9/2013,32,2013Q3,4,CVT.Aug-13,10781135,0,1,11,
3796,8/14/2013,31.06,1,CVENT INC,CVT.,8/9/2013,31.06,2013Q3,5,CVT.Aug-13,10781135,0,1,11,
3797,8/15/2013,30.77,1,CVENT INC,CVT.,8/9/2013,30.77,2013Q3,6,CVT.Aug-13,10781135,0,1,11,
3798,8/16/2013,30.99,1,CVENT INC,CVT.,8/9/2013,30.99,2013Q3,7,CVT.Aug-13,10781135,0,1,11,
3799,8/19/2013,30.71,1,CVENT INC,CVT.,8/9/2013,30.71,2013Q3,10,CVT.Aug-13,10781135,0,1,11,
3800,8/20/2013,33,1,CVENT INC,CVT.,8/9/2013,33,2013Q3,11,CVT.Aug-13,10781135,0,1,11,
3801,8/21/2013,33.47,1,CVENT INC,CVT.,8/9/2013,33.47,2013Q3,12,CVT.Aug-13,10781135,0,1,11,
3802,8/22/2013,34.26,1,CVENT INC,CVT.,8/9/2013,34.26,2013Q3,13,CVT.Aug-13,10781135,0,1,11,
3803,8/23/2013,34.44,1,CVENT INC,CVT.,8/9/2013,34.44,2013Q3,14,CVT.Aug-13,10781135,0,1,11,
3804,8/26/2013,33.88,1,CVENT INC,CVT.,8/9/2013,33.88,2013Q3,17,CVT.Aug-13,10781135,0,1,11,
3805,8/27/2013,35.31,1,CVENT INC,CVT.,8/9/2013,35.31,2013Q3,18,CVT.Aug-13,10781135,0,1,11,
3806,8/28/2013,34.23,1,CVENT INC,CVT.,8/9/2013,34.23,2013Q3,19,CVT.Aug-13,10781135,0,1,11,
3807,8/29/2013,34.82,1,CVENT INC,CVT.,8/9/2013,34.82,2013Q3,20,CVT.Aug-13,10781135,0,1,11,
3808,8/30/2013,35.61,1,CVENT INC,CVT.,8/9/2013,35.61,2013Q3,21,CVT.Aug-13,10781135,0,1,11,
3809,9/3/2013,36.85,1,CVENT INC,CVT.,8/9/2013,36.85,2013Q3,25,CVT.Aug-13,10781135,0,1,11,
3810,9/4/2013,37.73,1,CVENT INC,CVT.,8/9/2013,37.73,2013Q3,26,CVT.Aug-13,10781135,0,1,11,
3811,9/5/2013,39.16,1,CVENT INC,CVT.,8/9/2013,39.16,2013Q3,27,CVT.Aug-13,10781135,0,1,11,
3812,9/6/2013,40.37,1,CVENT INC,CVT.,8/9/2013,40.37,2013Q3,28,CVT.Aug-13,10781135,0,1,11,
3813,9/9/2013,41.56,1,CVENT INC,CVT.,8/9/2013,41.56,2013Q3,31,CVT.Aug-13,10781135,0,1,11,
3814,8/26/2013,8.55,1,YUME INC,YUME,8/7/2013,8.55,2013Q3,19,YUMEAug-13,8285945,0,1,11,
3815,8/7/2013,9,1,YUME INC,YUME,8/7/2013,9,2013Q3,0,YUMEAug-13,8285945,0,1,11,
3816,8/8/2013,8.87,1,YUME INC,YUME,8/7/2013,8.87,2013Q3,1,YUMEAug-13,8285945,0,1,11,
3817,8/9/2013,8.97,1,YUME INC,YUME,8/7/2013,8.97,2013Q3,2,YUMEAug-13,8285945,0,1,11,
3818,8/12/2013,9.1,1,YUME INC,YUME,8/7/2013,9.1,2013Q3,5,YUMEAug-13,8285945,0,1,11,
3819,8/13/2013,9.1,1,YUME INC,YUME,8/7/2013,9.1,2013Q3,6,YUMEAug-13,8285945,0,1,11,
3820,8/14/2013,9,1,YUME INC,YUME,8/7/2013,9,2013Q3,7,YUMEAug-13,8285945,0,1,11,
3821,8/15/2013,8.9,1,YUME INC,YUME,8/7/2013,8.9,2013Q3,8,YUMEAug-13,8285945,0,1,11,
3822,8/16/2013,8.95,1,YUME INC,YUME,8/7/2013,8.95,2013Q3,9,YUMEAug-13,8285945,0,1,11,
3823,8/19/2013,8.93,1,YUME INC,YUME,8/7/2013,8.93,2013Q3,12,YUMEAug-13,8285945,0,1,11,
3824,8/20/2013,8.8,1,YUME INC,YUME,8/7/2013,8.8,2013Q3,13,YUMEAug-13,8285945,0,1,11,
3825,8/21/2013,8.8,1,YUME INC,YUME,8/7/2013,8.8,2013Q3,14,YUMEAug-13,8285945,0,1,11,
3826,8/22/2013,8.7,1,YUME INC,YUME,8/7/2013,8.7,2013Q3,15,YUMEAug-13,8285945,0,1,11,
3827,8/23/2013,8.6,1,YUME INC,YUME,8/7/2013,8.6,2013Q3,16,YUMEAug-13,8285945,0,1,11,
3828,8/27/2013,8.43,1,YUME INC,YUME,8/7/2013,8.43,2013Q3,20,YUMEAug-13,8285945,0,1,11,
3829,8/28/2013,8.39,1,YUME INC,YUME,8/7/2013,8.39,2013Q3,21,YUMEAug-13,8285945,0,1,11,
3830,8/29/2013,8.64,1,YUME INC,YUME,8/7/2013,8.64,2013Q3,22,YUMEAug-13,8285945,0,1,11,
3831,8/30/2013,8.48,1,YUME INC,YUME,8/7/2013,8.48,2013Q3,23,YUMEAug-13,8285945,0,1,11,
3832,9/3/2013,8.45,1,YUME INC,YUME,8/7/2013,8.45,2013Q3,27,YUMEAug-13,8285945,0,1,11,
3833,9/4/2013,8.16,1,YUME INC,YUME,8/7/2013,8.16,2013Q3,28,YUMEAug-13,8285945,0,1,11,
3834,9/5/2013,8.13,1,YUME INC,YUME,8/7/2013,8.13,2013Q3,29,YUMEAug-13,8285945,0,1,11,
3835,9/6/2013,8.16,1,YUME INC,YUME,8/7/2013,8.16,2013Q3,30,YUMEAug-13,8285945,0,1,11,
3836,8/2/2013,20.05,1,CONTROL4 CORP,CTRL,8/2/2013,20.05,2013Q3,0,CTRLAug-13,6486632,0,1,14,
3837,8/5/2013,19.96,1,CONTROL4 CORP,CTRL,8/2/2013,19.96,2013Q3,3,CTRLAug-13,6486632,0,1,14,
3838,8/6/2013,21.06,1,CONTROL4 CORP,CTRL,8/2/2013,21.06,2013Q3,4,CTRLAug-13,6486632,0,1,14,
3839,8/7/2013,21.14,1,CONTROL4 CORP,CTRL,8/2/2013,21.14,2013Q3,5,CTRLAug-13,6486632,0,1,14,
3840,8/8/2013,22.765,1,CONTROL4 CORP,CTRL,8/2/2013,22.765,2013Q3,6,CTRLAug-13,6486632,0,1,14,
3841,8/9/2013,22,1,CONTROL4 CORP,CTRL,8/2/2013,22,2013Q3,7,CTRLAug-13,6486632,0,1,14,
3842,8/12/2013,22.06,1,CONTROL4 CORP,CTRL,8/2/2013,22.06,2013Q3,10,CTRLAug-13,6486632,0,1,14,
3843,8/13/2013,20.64,1,CONTROL4 CORP,CTRL,8/2/2013,20.64,2013Q3,11,CTRLAug-13,6486632,0,1,14,
3844,8/14/2013,20.52,1,CONTROL4 CORP,CTRL,8/2/2013,20.52,2013Q3,12,CTRLAug-13,6486632,0,1,14,
3845,8/15/2013,20.1,1,CONTROL4 CORP,CTRL,8/2/2013,20.1,2013Q3,13,CTRLAug-13,6486632,0,1,14,
3846,8/16/2013,20.42,1,CONTROL4 CORP,CTRL,8/2/2013,20.42,2013Q3,14,CTRLAug-13,6486632,0,1,14,
3847,8/19/2013,19.56,1,CONTROL4 CORP,CTRL,8/2/2013,19.56,2013Q3,17,CTRLAug-13,6486632,0,1,14,
3848,8/20/2013,19.59,1,CONTROL4 CORP,CTRL,8/2/2013,19.59,2013Q3,18,CTRLAug-13,6486632,0,1,14,
3849,8/21/2013,19.46,1,CONTROL4 CORP,CTRL,8/2/2013,19.46,2013Q3,19,CTRLAug-13,6486632,0,1,14,
3850,8/22/2013,20.7,1,CONTROL4 CORP,CTRL,8/2/2013,20.7,2013Q3,20,CTRLAug-13,6486632,0,1,14,
3851,8/23/2013,21.78,1,CONTROL4 CORP,CTRL,8/2/2013,21.78,2013Q3,21,CTRLAug-13,6486632,0,1,14,
3852,8/26/2013,21.96,1,CONTROL4 CORP,CTRL,8/2/2013,21.96,2013Q3,24,CTRLAug-13,6486632,0,1,14,
3853,8/27/2013,22.53,1,CONTROL4 CORP,CTRL,8/2/2013,22.53,2013Q3,25,CTRLAug-13,6486632,0,1,14,
3854,8/28/2013,22.44,1,CONTROL4 CORP,CTRL,8/2/2013,22.44,2013Q3,26,CTRLAug-13,6486632,0,1,14,
3855,8/29/2013,23.8,1,CONTROL4 CORP,CTRL,8/2/2013,23.8,2013Q3,27,CTRLAug-13,6486632,0,1,14,
3856,8/30/2013,20.28,1,CONTROL4 CORP,CTRL,8/2/2013,20.28,2013Q3,28,CTRLAug-13,6486632,0,1,14,
3857,7/26/2013,7.64,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,7.64,2013Q3,0,LIQDQJul-13,254520,0,1,19,D
3858,7/29/2013,7.83,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,7.83,2013Q3,3,LIQDQJul-13,254520,0,1,19,D
3859,7/30/2013,7.35,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,7.35,2013Q3,4,LIQDQJul-13,254520,0,1,19,D
3860,7/31/2013,7.05,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,7.05,2013Q3,5,LIQDQJul-13,254520,0,1,19,D
3861,8/1/2013,7.45,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,7.45,2013Q3,6,LIQDQJul-13,254520,0,1,19,D
3862,8/2/2013,7,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,7,2013Q3,7,LIQDQJul-13,254520,0,1,19,D
3863,8/5/2013,7.7,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,7.7,2013Q3,10,LIQDQJul-13,254520,0,1,19,D
3864,8/6/2013,7.5,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,7.5,2013Q3,11,LIQDQJul-13,254520,0,1,19,D
3865,8/7/2013,7.91,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,7.91,2013Q3,12,LIQDQJul-13,254520,0,1,19,D
3866,8/8/2013,7.45,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,7.45,2013Q3,13,LIQDQJul-13,254520,0,1,19,D
3867,8/9/2013,7.5,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,7.5,2013Q3,14,LIQDQJul-13,254520,0,1,19,D
3868,8/12/2013,7.77,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,7.77,2013Q3,17,LIQDQJul-13,254520,0,1,19,D
3869,8/13/2013,7.9,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,7.9,2013Q3,18,LIQDQJul-13,254520,0,1,19,D
3870,8/14/2013,7.8,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,7.8,2013Q3,19,LIQDQJul-13,254520,0,1,19,D
3871,8/15/2013,7.83,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,7.83,2013Q3,20,LIQDQJul-13,254520,0,1,19,D
3872,8/16/2013,8.59,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,8.59,2013Q3,21,LIQDQJul-13,254520,0,1,19,D
3873,8/19/2013,8.4,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,8.4,2013Q3,24,LIQDQJul-13,254520,0,1,19,D
3874,8/20/2013,8.29,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,8.29,2013Q3,25,LIQDQJul-13,254520,0,1,19,D
3875,8/21/2013,8,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,8,2013Q3,26,LIQDQJul-13,254520,0,1,19,D
3876,8/22/2013,7.7,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,7.7,2013Q3,27,LIQDQJul-13,254520,0,1,19,D
3877,8/23/2013,7.86,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,7.86,2013Q3,28,LIQDQJul-13,254520,0,1,19,D
3878,8/26/2013,7.78,1,LIQUID HOLDINGS GROUP INC,LIQDQ,7/26/2013,7.78,2013Q3,31,LIQDQJul-13,254520,0,1,19,D
3879,7/19/2013,27.7,1,RETAILMENOT INC,SALE.,7/19/2013,27.7,2013Q3,0,SALE.Jul-13,12088211,0,1,14,
3880,7/22/2013,28.9,1,RETAILMENOT INC,SALE.,7/19/2013,28.9,2013Q3,3,SALE.Jul-13,12088211,0,1,14,
3881,7/23/2013,27.85,1,RETAILMENOT INC,SALE.,7/19/2013,27.85,2013Q3,4,SALE.Jul-13,12088211,0,1,14,
3882,7/24/2013,28.1,1,RETAILMENOT INC,SALE.,7/19/2013,28.1,2013Q3,5,SALE.Jul-13,12088211,0,1,14,
3883,7/25/2013,27.05,1,RETAILMENOT INC,SALE.,7/19/2013,27.05,2013Q3,6,SALE.Jul-13,12088211,0,1,14,
3884,7/26/2013,27.58,1,RETAILMENOT INC,SALE.,7/19/2013,27.58,2013Q3,7,SALE.Jul-13,12088211,0,1,14,
3885,7/29/2013,27.84,1,RETAILMENOT INC,SALE.,7/19/2013,27.84,2013Q3,10,SALE.Jul-13,12088211,0,1,14,
3886,7/30/2013,28.43,1,RETAILMENOT INC,SALE.,7/19/2013,28.43,2013Q3,11,SALE.Jul-13,12088211,0,1,14,
3887,7/31/2013,28.45,1,RETAILMENOT INC,SALE.,7/19/2013,28.45,2013Q3,12,SALE.Jul-13,12088211,0,1,14,
3888,8/1/2013,29,1,RETAILMENOT INC,SALE.,7/19/2013,29,2013Q3,13,SALE.Jul-13,12088211,0,1,14,
3889,8/2/2013,28.79,1,RETAILMENOT INC,SALE.,7/19/2013,28.79,2013Q3,14,SALE.Jul-13,12088211,0,1,14,
3890,8/5/2013,30.45,1,RETAILMENOT INC,SALE.,7/19/2013,30.45,2013Q3,17,SALE.Jul-13,12088211,0,1,14,
3891,8/6/2013,30.21,1,RETAILMENOT INC,SALE.,7/19/2013,30.21,2013Q3,18,SALE.Jul-13,12088211,0,1,14,
3892,8/7/2013,29.7,1,RETAILMENOT INC,SALE.,7/19/2013,29.7,2013Q3,19,SALE.Jul-13,12088211,0,1,14,
3893,8/8/2013,31.5,1,RETAILMENOT INC,SALE.,7/19/2013,31.5,2013Q3,20,SALE.Jul-13,12088211,0,1,14,
3894,8/9/2013,31.09,1,RETAILMENOT INC,SALE.,7/19/2013,31.09,2013Q3,21,SALE.Jul-13,12088211,0,1,14,
3895,8/12/2013,32.28,1,RETAILMENOT INC,SALE.,7/19/2013,32.28,2013Q3,24,SALE.Jul-13,12088211,0,1,14,
3896,8/13/2013,32.77,1,RETAILMENOT INC,SALE.,7/19/2013,32.77,2013Q3,25,SALE.Jul-13,12088211,0,1,14,
3897,8/14/2013,32.41,1,RETAILMENOT INC,SALE.,7/19/2013,32.41,2013Q3,26,SALE.Jul-13,12088211,0,1,14,
3898,8/15/2013,32.26,1,RETAILMENOT INC,SALE.,7/19/2013,32.26,2013Q3,27,SALE.Jul-13,12088211,0,1,14,
3899,8/16/2013,32.75,1,RETAILMENOT INC,SALE.,7/19/2013,32.75,2013Q3,28,SALE.Jul-13,12088211,0,1,14,
3900,8/19/2013,30.08,1,RETAILMENOT INC,SALE.,7/19/2013,30.08,2013Q3,31,SALE.Jul-13,12088211,0,1,14,
3901,6/27/2013,8.5,1,TELARIA INC,TLRA,6/27/2013,8.5,2013Q2,0,TLRAJun-13,9447095,0,1,11,
3902,6/28/2013,9,1,TELARIA INC,TLRA,6/27/2013,9,2013Q2,1,TLRAJun-13,9447095,0,1,11,
3903,7/1/2013,8.6,1,TELARIA INC,TLRA,6/27/2013,8.6,2013Q2,4,TLRAJun-13,9447095,0,1,11,
3904,7/2/2013,7.95,1,TELARIA INC,TLRA,6/27/2013,7.95,2013Q2,5,TLRAJun-13,9447095,0,1,11,
3905,7/3/2013,7.5,1,TELARIA INC,TLRA,6/27/2013,7.5,2013Q2,6,TLRAJun-13,9447095,0,1,11,
3906,7/5/2013,7.12,1,TELARIA INC,TLRA,6/27/2013,7.12,2013Q2,8,TLRAJun-13,9447095,0,1,11,
3907,7/8/2013,7.04,1,TELARIA INC,TLRA,6/27/2013,7.04,2013Q2,11,TLRAJun-13,9447095,0,1,11,
3908,7/9/2013,6.96,1,TELARIA INC,TLRA,6/27/2013,6.96,2013Q2,12,TLRAJun-13,9447095,0,1,11,
3909,7/10/2013,7.55,1,TELARIA INC,TLRA,6/27/2013,7.55,2013Q2,13,TLRAJun-13,9447095,0,1,11,
3910,7/11/2013,8,1,TELARIA INC,TLRA,6/27/2013,8,2013Q2,14,TLRAJun-13,9447095,0,1,11,
3911,7/12/2013,7.97,1,TELARIA INC,TLRA,6/27/2013,7.97,2013Q2,15,TLRAJun-13,9447095,0,1,11,
3912,7/15/2013,7.96,1,TELARIA INC,TLRA,6/27/2013,7.96,2013Q2,18,TLRAJun-13,9447095,0,1,11,
3913,7/16/2013,8.01,1,TELARIA INC,TLRA,6/27/2013,8.01,2013Q2,19,TLRAJun-13,9447095,0,1,11,
3914,7/17/2013,8.09,1,TELARIA INC,TLRA,6/27/2013,8.09,2013Q2,20,TLRAJun-13,9447095,0,1,11,
3915,7/18/2013,8.41,1,TELARIA INC,TLRA,6/27/2013,8.41,2013Q2,21,TLRAJun-13,9447095,0,1,11,
3916,7/19/2013,8.38,1,TELARIA INC,TLRA,6/27/2013,8.38,2013Q2,22,TLRAJun-13,9447095,0,1,11,
3917,7/22/2013,8.36,1,TELARIA INC,TLRA,6/27/2013,8.36,2013Q2,25,TLRAJun-13,9447095,0,1,11,
3918,7/23/2013,8.47,1,TELARIA INC,TLRA,6/27/2013,8.47,2013Q2,26,TLRAJun-13,9447095,0,1,11,
3919,7/24/2013,8.54,1,TELARIA INC,TLRA,6/27/2013,8.54,2013Q2,27,TLRAJun-13,9447095,0,1,11,
3920,7/25/2013,8.63,1,TELARIA INC,TLRA,6/27/2013,8.63,2013Q2,28,TLRAJun-13,9447095,0,1,11,
3921,7/26/2013,8.67,1,TELARIA INC,TLRA,6/27/2013,8.67,2013Q2,29,TLRAJun-13,9447095,0,1,11,
3922,7/10/2013,21.4,1,LUXOFT HOLDING INC,LXFT,6/26/2013,21.4,2013Q2,14,LXFTJun-13,4946605,0,1,11,
3923,7/11/2013,21.02,1,LUXOFT HOLDING INC,LXFT,6/26/2013,21.02,2013Q2,15,LXFTJun-13,4946605,0,1,11,
3924,6/26/2013,20.38,1,LUXOFT HOLDING INC,LXFT,6/26/2013,20.38,2013Q2,0,LXFTJun-13,4946605,0,1,11,
3925,6/27/2013,20.71,1,LUXOFT HOLDING INC,LXFT,6/26/2013,20.71,2013Q2,1,LXFTJun-13,4946605,0,1,11,
3926,6/28/2013,19.89,1,LUXOFT HOLDING INC,LXFT,6/26/2013,19.89,2013Q2,2,LXFTJun-13,4946605,0,1,11,
3927,7/1/2013,20.16,1,LUXOFT HOLDING INC,LXFT,6/26/2013,20.16,2013Q2,5,LXFTJun-13,4946605,0,1,11,
3928,7/2/2013,20.49,1,LUXOFT HOLDING INC,LXFT,6/26/2013,20.49,2013Q2,6,LXFTJun-13,4946605,0,1,11,
3929,7/3/2013,20.9,1,LUXOFT HOLDING INC,LXFT,6/26/2013,20.9,2013Q2,7,LXFTJun-13,4946605,0,1,11,
3930,7/5/2013,21.24,1,LUXOFT HOLDING INC,LXFT,6/26/2013,21.24,2013Q2,9,LXFTJun-13,4946605,0,1,11,
3931,7/8/2013,21.25,1,LUXOFT HOLDING INC,LXFT,6/26/2013,21.25,2013Q2,12,LXFTJun-13,4946605,0,1,11,
3932,7/9/2013,21.5,1,LUXOFT HOLDING INC,LXFT,6/26/2013,21.5,2013Q2,13,LXFTJun-13,4946605,0,1,11,
3933,7/12/2013,21.35,1,LUXOFT HOLDING INC,LXFT,6/26/2013,21.35,2013Q2,16,LXFTJun-13,4946605,0,1,11,
3934,7/15/2013,21.4,1,LUXOFT HOLDING INC,LXFT,6/26/2013,21.4,2013Q2,19,LXFTJun-13,4946605,0,1,11,
3935,7/16/2013,21.46,1,LUXOFT HOLDING INC,LXFT,6/26/2013,21.46,2013Q2,20,LXFTJun-13,4946605,0,1,11,
3936,7/17/2013,21.71,1,LUXOFT HOLDING INC,LXFT,6/26/2013,21.71,2013Q2,21,LXFTJun-13,4946605,0,1,11,
3937,7/18/2013,21.94,1,LUXOFT HOLDING INC,LXFT,6/26/2013,21.94,2013Q2,22,LXFTJun-13,4946605,0,1,11,
3938,7/19/2013,21.67,1,LUXOFT HOLDING INC,LXFT,6/26/2013,21.67,2013Q2,23,LXFTJun-13,4946605,0,1,11,
3939,7/22/2013,21.41,1,LUXOFT HOLDING INC,LXFT,6/26/2013,21.41,2013Q2,26,LXFTJun-13,4946605,0,1,11,
3940,7/23/2013,21.15,1,LUXOFT HOLDING INC,LXFT,6/26/2013,21.15,2013Q2,27,LXFTJun-13,4946605,0,1,11,
3941,7/24/2013,21.13,1,LUXOFT HOLDING INC,LXFT,6/26/2013,21.13,2013Q2,28,LXFTJun-13,4946605,0,1,11,
3942,7/25/2013,21.55,1,LUXOFT HOLDING INC,LXFT,6/26/2013,21.55,2013Q2,29,LXFTJun-13,4946605,0,1,11,
3943,7/26/2013,21.7,1,LUXOFT HOLDING INC,LXFT,6/26/2013,21.7,2013Q2,30,LXFTJun-13,4946605,0,1,11,
3944,6/12/2013,28.47,1,GIGAMON INC,GIMO,6/12/2013,28.47,2013Q2,0,GIMOJun-13,22010655,0,1,11,
3945,6/13/2013,26.1,1,GIGAMON INC,GIMO,6/12/2013,26.1,2013Q2,1,GIMOJun-13,22010655,0,1,11,
3946,6/14/2013,26.59,1,GIGAMON INC,GIMO,6/12/2013,26.59,2013Q2,2,GIMOJun-13,22010655,0,1,11,
3947,6/17/2013,26.69,1,GIGAMON INC,GIMO,6/12/2013,26.69,2013Q2,5,GIMOJun-13,22010655,0,1,11,
3948,6/18/2013,25.87,1,GIGAMON INC,GIMO,6/12/2013,25.87,2013Q2,6,GIMOJun-13,22010655,0,1,11,
3949,6/19/2013,26.26,1,GIGAMON INC,GIMO,6/12/2013,26.26,2013Q2,7,GIMOJun-13,22010655,0,1,11,
3950,6/20/2013,26.04,1,GIGAMON INC,GIMO,6/12/2013,26.04,2013Q2,8,GIMOJun-13,22010655,0,1,11,
3951,6/21/2013,26.1,1,GIGAMON INC,GIMO,6/12/2013,26.1,2013Q2,9,GIMOJun-13,22010655,0,1,11,
3952,6/24/2013,25.7,1,GIGAMON INC,GIMO,6/12/2013,25.7,2013Q2,12,GIMOJun-13,22010655,0,1,11,
3953,6/25/2013,25.96,1,GIGAMON INC,GIMO,6/12/2013,25.96,2013Q2,13,GIMOJun-13,22010655,0,1,11,
3954,6/26/2013,27.07,1,GIGAMON INC,GIMO,6/12/2013,27.07,2013Q2,14,GIMOJun-13,22010655,0,1,11,
3955,6/27/2013,27.79,1,GIGAMON INC,GIMO,6/12/2013,27.79,2013Q2,15,GIMOJun-13,22010655,0,1,11,
3956,6/28/2013,27.56,1,GIGAMON INC,GIMO,6/12/2013,27.56,2013Q2,16,GIMOJun-13,22010655,0,1,11,
3957,7/1/2013,26.69,1,GIGAMON INC,GIMO,6/12/2013,26.69,2013Q2,19,GIMOJun-13,22010655,0,1,11,
3958,7/2/2013,26.8,1,GIGAMON INC,GIMO,6/12/2013,26.8,2013Q2,20,GIMOJun-13,22010655,0,1,11,
3959,7/3/2013,27.2,1,GIGAMON INC,GIMO,6/12/2013,27.2,2013Q2,21,GIMOJun-13,22010655,0,1,11,
3960,7/5/2013,30.82,1,GIGAMON INC,GIMO,6/12/2013,30.82,2013Q2,23,GIMOJun-13,22010655,0,1,11,
3961,7/8/2013,30.22,1,GIGAMON INC,GIMO,6/12/2013,30.22,2013Q2,26,GIMOJun-13,22010655,0,1,11,
3962,7/9/2013,30.58,1,GIGAMON INC,GIMO,6/12/2013,30.58,2013Q2,27,GIMOJun-13,22010655,0,1,11,
3963,7/10/2013,32.2,1,GIGAMON INC,GIMO,6/12/2013,32.2,2013Q2,28,GIMOJun-13,22010655,0,1,11,
3964,7/11/2013,32.29,1,GIGAMON INC,GIMO,6/12/2013,32.29,2013Q2,29,GIMOJun-13,22010655,0,1,11,
3965,7/12/2013,32.8,1,GIGAMON INC,GIMO,6/12/2013,32.8,2013Q2,30,GIMOJun-13,22010655,0,1,11,
3966,6/7/2013,20.91,1,TEXTURA CORP,TXTR,6/7/2013,20.91,2013Q2,0,TXTRJun-13,7149258,0,1,11,
3967,6/10/2013,20.35,1,TEXTURA CORP,TXTR,6/7/2013,20.35,2013Q2,3,TXTRJun-13,7149258,0,1,11,
3968,6/11/2013,20.81,1,TEXTURA CORP,TXTR,6/7/2013,20.81,2013Q2,4,TXTRJun-13,7149258,0,1,11,
3969,6/12/2013,20.79,1,TEXTURA CORP,TXTR,6/7/2013,20.79,2013Q2,5,TXTRJun-13,7149258,0,1,11,
3970,6/13/2013,21.7,1,TEXTURA CORP,TXTR,6/7/2013,21.7,2013Q2,6,TXTRJun-13,7149258,0,1,11,
3971,6/14/2013,21.5,1,TEXTURA CORP,TXTR,6/7/2013,21.5,2013Q2,7,TXTRJun-13,7149258,0,1,11,
3972,6/17/2013,21.92,1,TEXTURA CORP,TXTR,6/7/2013,21.92,2013Q2,10,TXTRJun-13,7149258,0,1,11,
3973,6/18/2013,22.4,1,TEXTURA CORP,TXTR,6/7/2013,22.4,2013Q2,11,TXTRJun-13,7149258,0,1,11,
3974,6/19/2013,23,1,TEXTURA CORP,TXTR,6/7/2013,23,2013Q2,12,TXTRJun-13,7149258,0,1,11,
3975,6/20/2013,22.96,1,TEXTURA CORP,TXTR,6/7/2013,22.96,2013Q2,13,TXTRJun-13,7149258,0,1,11,
3976,6/21/2013,23.8,1,TEXTURA CORP,TXTR,6/7/2013,23.8,2013Q2,14,TXTRJun-13,7149258,0,1,11,
3977,6/24/2013,23.66,1,TEXTURA CORP,TXTR,6/7/2013,23.66,2013Q2,17,TXTRJun-13,7149258,0,1,11,
3978,6/25/2013,26.22,1,TEXTURA CORP,TXTR,6/7/2013,26.22,2013Q2,18,TXTRJun-13,7149258,0,1,11,
3979,6/26/2013,26.82,1,TEXTURA CORP,TXTR,6/7/2013,26.82,2013Q2,19,TXTRJun-13,7149258,0,1,11,
3980,6/27/2013,25.08,1,TEXTURA CORP,TXTR,6/7/2013,25.08,2013Q2,20,TXTRJun-13,7149258,0,1,11,
3981,6/28/2013,26.01,1,TEXTURA CORP,TXTR,6/7/2013,26.01,2013Q2,21,TXTRJun-13,7149258,0,1,11,
3982,7/1/2013,26.69,1,TEXTURA CORP,TXTR,6/7/2013,26.69,2013Q2,24,TXTRJun-13,7149258,0,1,11,
3983,7/2/2013,28.85,1,TEXTURA CORP,TXTR,6/7/2013,28.85,2013Q2,25,TXTRJun-13,7149258,0,1,11,
3984,7/3/2013,29.99,1,TEXTURA CORP,TXTR,6/7/2013,29.99,2013Q2,26,TXTRJun-13,7149258,0,1,11,
3985,7/5/2013,30.6,1,TEXTURA CORP,TXTR,6/7/2013,30.6,2013Q2,28,TXTRJun-13,7149258,0,1,11,
3986,7/8/2013,28.93,1,TEXTURA CORP,TXTR,6/7/2013,28.93,2013Q2,31,TXTRJun-13,7149258,0,1,11,
3987,5/23/2013,18.44,1,CHANNELADVISOR CORP,ECOM,5/23/2013,18.44,2013Q2,0,ECOMMay-13,7452516,0,1,11,
