No.,datadate,prccd,ajexdi,conm,tic,ipo_date,price,quarter,date_diff,Identifier,Trading Volume - Monthly,Net Asset Value - Monthly,Monthly Total Return Factor,Stock Exchange Code,S&P Rating
1812,11/21/2016,9.44,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,9.44,2016Q4,19,GDSNov-16,16257966,0,1,14,
1813,11/22/2016,9.8,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,9.8,2016Q4,20,GDSNov-16,16257966,0,1,14,
1814,11/23/2016,10.24,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,10.24,2016Q4,21,GDSNov-16,16257966,0,1,14,
1815,11/25/2016,10.33,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,10.33,2016Q4,23,GDSNov-16,16257966,0,1,14,
1816,11/28/2016,10.02,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,10.02,2016Q4,26,GDSNov-16,16257966,0,1,14,
1817,11/29/2016,10.01,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,10.01,2016Q4,27,GDSNov-16,16257966,0,1,14,
1818,11/30/2016,10.02,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,10.02,2016Q4,28,GDSNov-16,16257966,0,1,14,
1819,12/1/2016,10.01,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,10.01,2016Q4,29,GDSNov-16,16257966,0,1,14,
1820,12/2/2016,10,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,10,2016Q4,30,GDSNov-16,16257966,0,1,14,
1821,11/4/2016,10,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,10,2016Q4,2,GDSNov-16,16257966,0,1,14,
1822,11/7/2016,9.74,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,9.74,2016Q4,5,GDSNov-16,16257966,0,1,14,
1823,11/2/2016,10.41,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,10.41,2016Q4,0,GDSNov-16,16257966,0,1,14,
1824,11/3/2016,10.4,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,10.4,2016Q4,1,GDSNov-16,16257966,0,1,14,
1825,10/28/2016,23.7,1,BLACKLINE INC,BL,10/28/2016,23.7,2016Q4,0,BLOct-16,8007259,0,1,14,
1826,10/31/2016,22.75,1,BLACKLINE INC,BL,10/28/2016,22.75,2016Q4,3,BLOct-16,8007259,0,1,14,
1827,11/1/2016,22.49,1,BLACKLINE INC,BL,10/28/2016,22.49,2016Q4,4,BLOct-16,8007259,0,1,14,
1828,11/2/2016,22.15,1,BLACKLINE INC,BL,10/28/2016,22.15,2016Q4,5,BLOct-16,8007259,0,1,14,
1829,11/3/2016,21.98,1,BLACKLINE INC,BL,10/28/2016,21.98,2016Q4,6,BLOct-16,8007259,0,1,14,
1830,11/4/2016,21.78,1,BLACKLINE INC,BL,10/28/2016,21.78,2016Q4,7,BLOct-16,8007259,0,1,14,
1831,11/7/2016,23.42,1,BLACKLINE INC,BL,10/28/2016,23.42,2016Q4,10,BLOct-16,8007259,0,1,14,
1832,11/8/2016,22.6,1,BLACKLINE INC,BL,10/28/2016,22.6,2016Q4,11,BLOct-16,8007259,0,1,14,
1833,11/9/2016,23.01,1,BLACKLINE INC,BL,10/28/2016,23.01,2016Q4,12,BLOct-16,8007259,0,1,14,
1834,11/10/2016,24.41,1,BLACKLINE INC,BL,10/28/2016,24.41,2016Q4,13,BLOct-16,8007259,0,1,14,
1835,11/11/2016,23.89,1,BLACKLINE INC,BL,10/28/2016,23.89,2016Q4,14,BLOct-16,8007259,0,1,14,
1836,11/14/2016,23.49,1,BLACKLINE INC,BL,10/28/2016,23.49,2016Q4,17,BLOct-16,8007259,0,1,14,
1837,11/15/2016,25.51,1,BLACKLINE INC,BL,10/28/2016,25.51,2016Q4,18,BLOct-16,8007259,0,1,14,
1838,11/16/2016,24.8,1,BLACKLINE INC,BL,10/28/2016,24.8,2016Q4,19,BLOct-16,8007259,0,1,14,
1839,11/17/2016,25.56,1,BLACKLINE INC,BL,10/28/2016,25.56,2016Q4,20,BLOct-16,8007259,0,1,14,
1840,11/18/2016,27.53,1,BLACKLINE INC,BL,10/28/2016,27.53,2016Q4,21,BLOct-16,8007259,0,1,14,
1841,11/21/2016,27.75,1,BLACKLINE INC,BL,10/28/2016,27.75,2016Q4,24,BLOct-16,8007259,0,1,14,
1842,11/22/2016,27,1,BLACKLINE INC,BL,10/28/2016,27,2016Q4,25,BLOct-16,8007259,0,1,14,
1843,11/23/2016,26.97,1,BLACKLINE INC,BL,10/28/2016,26.97,2016Q4,26,BLOct-16,8007259,0,1,14,
1844,11/25/2016,26.84,1,BLACKLINE INC,BL,10/28/2016,26.84,2016Q4,28,BLOct-16,8007259,0,1,14,
1845,11/28/2016,27.33,1,BLACKLINE INC,BL,10/28/2016,27.33,2016Q4,31,BLOct-16,8007259,0,1,14,
1846,10/28/2016,15.5,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,15.5,2016Q4,0,QTNAOct-16,5368829,0,1,14,
1847,10/31/2016,14.98,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,14.98,2016Q4,3,QTNAOct-16,5368829,0,1,14,
1848,11/1/2016,15,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,15,2016Q4,4,QTNAOct-16,5368829,0,1,14,
1849,11/2/2016,14.68,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,14.68,2016Q4,5,QTNAOct-16,5368829,0,1,14,
1850,11/3/2016,14.36,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,14.36,2016Q4,6,QTNAOct-16,5368829,0,1,14,
1851,11/4/2016,14.07,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,14.07,2016Q4,7,QTNAOct-16,5368829,0,1,14,
1852,11/7/2016,14.14,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,14.14,2016Q4,10,QTNAOct-16,5368829,0,1,14,
1853,11/8/2016,14.07,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,14.07,2016Q4,11,QTNAOct-16,5368829,0,1,14,
1854,11/9/2016,15.3,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,15.3,2016Q4,12,QTNAOct-16,5368829,0,1,14,
1855,11/10/2016,15.26,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,15.26,2016Q4,13,QTNAOct-16,5368829,0,1,14,
1856,11/11/2016,16.19,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,16.19,2016Q4,14,QTNAOct-16,5368829,0,1,14,
1857,11/14/2016,17.66,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,17.66,2016Q4,17,QTNAOct-16,5368829,0,1,14,
1858,11/15/2016,18.65,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,18.65,2016Q4,18,QTNAOct-16,5368829,0,1,14,
1859,11/16/2016,19.03,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,19.03,2016Q4,19,QTNAOct-16,5368829,0,1,14,
1860,11/17/2016,18.495,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,18.495,2016Q4,20,QTNAOct-16,5368829,0,1,14,
1861,11/18/2016,18.99,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,18.99,2016Q4,21,QTNAOct-16,5368829,0,1,14,
1862,11/21/2016,19.99,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,19.99,2016Q4,24,QTNAOct-16,5368829,0,1,14,
1863,11/22/2016,19.59,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,19.59,2016Q4,25,QTNAOct-16,5368829,0,1,14,
1864,11/23/2016,19.99,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,19.99,2016Q4,26,QTNAOct-16,5368829,0,1,14,
1865,11/25/2016,20.01,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,20.01,2016Q4,28,QTNAOct-16,5368829,0,1,14,
1866,11/28/2016,19.89,1,QUANTENNA COMMUNICATIONS INC,QTNA,10/28/2016,19.89,2016Q4,31,QTNAOct-16,5368829,0,1,14,
1867,11/14/2016,10,1,GTY TECHNOLOGY HOLDINGS,GTYH,10/27/2016,10,2016Q4,18,GTYHOct-16,#N/A,#N/A,#N/A,#N/A,#N/A
1868,11/15/2016,10,1,GTY TECHNOLOGY HOLDINGS,GTYH,10/27/2016,10,2016Q4,19,GTYHOct-16,#N/A,#N/A,#N/A,#N/A,#N/A
1869,11/16/2016,10,1,GTY TECHNOLOGY HOLDINGS,GTYH,10/27/2016,10,2016Q4,20,GTYHOct-16,#N/A,#N/A,#N/A,#N/A,#N/A
1870,11/17/2016,10,1,GTY TECHNOLOGY HOLDINGS,GTYH,10/27/2016,10,2016Q4,21,GTYHOct-16,#N/A,#N/A,#N/A,#N/A,#N/A
1871,11/18/2016,10.15,1,GTY TECHNOLOGY HOLDINGS,GTYH,10/27/2016,10.15,2016Q4,22,GTYHOct-16,#N/A,#N/A,#N/A,#N/A,#N/A
1872,11/21/2016,10.15,1,GTY TECHNOLOGY HOLDINGS,GTYH,10/27/2016,10.15,2016Q4,25,GTYHOct-16,#N/A,#N/A,#N/A,#N/A,#N/A
1873,11/22/2016,10.15,1,GTY TECHNOLOGY HOLDINGS,GTYH,10/27/2016,10.15,2016Q4,26,GTYHOct-16,#N/A,#N/A,#N/A,#N/A,#N/A
1874,11/23/2016,10.15,1,GTY TECHNOLOGY HOLDINGS,GTYH,10/27/2016,10.15,2016Q4,27,GTYHOct-16,#N/A,#N/A,#N/A,#N/A,#N/A
1875,11/25/2016,10.15,1,GTY TECHNOLOGY HOLDINGS,GTYH,10/27/2016,10.15,2016Q4,29,GTYHOct-16,#N/A,#N/A,#N/A,#N/A,#N/A
1876,10/7/2016,8.02,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,8.02,2016Q4,0,MRAMOct-16,3653811,0,1,14,
1877,10/10/2016,8,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,8,2016Q4,3,MRAMOct-16,3653811,0,1,14,
1878,10/11/2016,7.5,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,7.5,2016Q4,4,MRAMOct-16,3653811,0,1,14,
1879,10/12/2016,7.5,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,7.5,2016Q4,5,MRAMOct-16,3653811,0,1,14,
1880,10/13/2016,6.78,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,6.78,2016Q4,6,MRAMOct-16,3653811,0,1,14,
1881,10/14/2016,6.5,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,6.5,2016Q4,7,MRAMOct-16,3653811,0,1,14,
1882,10/17/2016,6.69,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,6.69,2016Q4,10,MRAMOct-16,3653811,0,1,14,
1883,10/18/2016,6.62,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,6.62,2016Q4,11,MRAMOct-16,3653811,0,1,14,
1884,10/19/2016,6.56,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,6.56,2016Q4,12,MRAMOct-16,3653811,0,1,14,
1885,10/20/2016,6.61,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,6.61,2016Q4,13,MRAMOct-16,3653811,0,1,14,
1886,10/21/2016,6.5,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,6.5,2016Q4,14,MRAMOct-16,3653811,0,1,14,
1887,10/24/2016,6.46,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,6.46,2016Q4,17,MRAMOct-16,3653811,0,1,14,
1888,10/25/2016,6.33,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,6.33,2016Q4,18,MRAMOct-16,3653811,0,1,14,
1889,10/26/2016,7.36,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,7.36,2016Q4,19,MRAMOct-16,3653811,0,1,14,
1890,10/27/2016,7.5,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,7.5,2016Q4,20,MRAMOct-16,3653811,0,1,14,
1891,10/28/2016,6.82,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,6.82,2016Q4,21,MRAMOct-16,3653811,0,1,14,
1892,10/31/2016,6.66,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,6.66,2016Q4,24,MRAMOct-16,3653811,0,1,14,
1893,11/1/2016,7.25,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,7.25,2016Q4,25,MRAMOct-16,3653811,0,1,14,
1894,11/2/2016,6.98,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,6.98,2016Q4,26,MRAMOct-16,3653811,0,1,14,
1895,11/3/2016,6.59,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,6.59,2016Q4,27,MRAMOct-16,3653811,0,1,14,
1896,11/4/2016,6.87,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,6.87,2016Q4,28,MRAMOct-16,3653811,0,1,14,
1897,11/7/2016,6.84,1,EVERSPIN TECHNOLOGIES INC,MRAM,10/7/2016,6.84,2016Q4,31,MRAMOct-16,3653811,0,1,14,
1898,10/6/2016,33.28,1,COUPA SOFTWARE INC,COUP,10/6/2016,33.28,2016Q4,0,COUPOct-16,30577922,0,1,14,
1899,10/7/2016,29.69,1,COUPA SOFTWARE INC,COUP,10/6/2016,29.69,2016Q4,1,COUPOct-16,30577922,0,1,14,
1900,10/10/2016,28.16,1,COUPA SOFTWARE INC,COUP,10/6/2016,28.16,2016Q4,4,COUPOct-16,30577922,0,1,14,
1901,10/11/2016,27.74,1,COUPA SOFTWARE INC,COUP,10/6/2016,27.74,2016Q4,5,COUPOct-16,30577922,0,1,14,
1902,10/12/2016,29.25,1,COUPA SOFTWARE INC,COUP,10/6/2016,29.25,2016Q4,6,COUPOct-16,30577922,0,1,14,
1903,10/13/2016,30.53,1,COUPA SOFTWARE INC,COUP,10/6/2016,30.53,2016Q4,7,COUPOct-16,30577922,0,1,14,
1904,10/14/2016,29.03,1,COUPA SOFTWARE INC,COUP,10/6/2016,29.03,2016Q4,8,COUPOct-16,30577922,0,1,14,
1905,10/17/2016,27.43,1,COUPA SOFTWARE INC,COUP,10/6/2016,27.43,2016Q4,11,COUPOct-16,30577922,0,1,14,
1906,10/18/2016,27.17,1,COUPA SOFTWARE INC,COUP,10/6/2016,27.17,2016Q4,12,COUPOct-16,30577922,0,1,14,
1907,10/19/2016,26.45,1,COUPA SOFTWARE INC,COUP,10/6/2016,26.45,2016Q4,13,COUPOct-16,30577922,0,1,14,
1908,10/20/2016,25.78,1,COUPA SOFTWARE INC,COUP,10/6/2016,25.78,2016Q4,14,COUPOct-16,30577922,0,1,14,
1909,10/21/2016,25.3,1,COUPA SOFTWARE INC,COUP,10/6/2016,25.3,2016Q4,15,COUPOct-16,30577922,0,1,14,
1910,10/24/2016,26.81,1,COUPA SOFTWARE INC,COUP,10/6/2016,26.81,2016Q4,18,COUPOct-16,30577922,0,1,14,
1911,10/25/2016,27,1,COUPA SOFTWARE INC,COUP,10/6/2016,27,2016Q4,19,COUPOct-16,30577922,0,1,14,
1912,10/26/2016,26.78,1,COUPA SOFTWARE INC,COUP,10/6/2016,26.78,2016Q4,20,COUPOct-16,30577922,0,1,14,
1913,10/27/2016,25.9,1,COUPA SOFTWARE INC,COUP,10/6/2016,25.9,2016Q4,21,COUPOct-16,30577922,0,1,14,
1914,10/28/2016,25.32,1,COUPA SOFTWARE INC,COUP,10/6/2016,25.32,2016Q4,22,COUPOct-16,30577922,0,1,14,
1915,10/31/2016,25,1,COUPA SOFTWARE INC,COUP,10/6/2016,25,2016Q4,25,COUPOct-16,30577922,0,1,14,
1916,11/1/2016,24.98,1,COUPA SOFTWARE INC,COUP,10/6/2016,24.98,2016Q4,26,COUPOct-16,30577922,0,1,14,
1917,11/2/2016,25.11,1,COUPA SOFTWARE INC,COUP,10/6/2016,25.11,2016Q4,27,COUPOct-16,30577922,0,1,14,
1918,11/3/2016,25.06,1,COUPA SOFTWARE INC,COUP,10/6/2016,25.06,2016Q4,28,COUPOct-16,30577922,0,1,14,
1919,11/4/2016,25.26,1,COUPA SOFTWARE INC,COUP,10/6/2016,25.26,2016Q4,29,COUPOct-16,30577922,0,1,14,
1920,10/3/2016,44.46,1,NUTANIX INC,NTNX,9/30/2016,44.46,2016Q3,3,NTNXSep-16,29934530,0,1,14,
1921,9/30/2016,37,1,NUTANIX INC,NTNX,9/30/2016,37,2016Q3,0,NTNXSep-16,29934530,0,1,14,
1922,10/4/2016,38.09,1,NUTANIX INC,NTNX,9/30/2016,38.09,2016Q3,4,NTNXSep-16,29934530,0,1,14,
1923,10/5/2016,36.18,1,NUTANIX INC,NTNX,9/30/2016,36.18,2016Q3,5,NTNXSep-16,29934530,0,1,14,
1924,10/6/2016,36.7,1,NUTANIX INC,NTNX,9/30/2016,36.7,2016Q3,6,NTNXSep-16,29934530,0,1,14,
1925,10/7/2016,38.15,1,NUTANIX INC,NTNX,9/30/2016,38.15,2016Q3,7,NTNXSep-16,29934530,0,1,14,
1926,10/10/2016,34.81,1,NUTANIX INC,NTNX,9/30/2016,34.81,2016Q3,10,NTNXSep-16,29934530,0,1,14,
1927,10/11/2016,32.01,1,NUTANIX INC,NTNX,9/30/2016,32.01,2016Q3,11,NTNXSep-16,29934530,0,1,14,
1928,10/12/2016,32.5,1,NUTANIX INC,NTNX,9/30/2016,32.5,2016Q3,12,NTNXSep-16,29934530,0,1,14,
1929,10/13/2016,34.7,1,NUTANIX INC,NTNX,9/30/2016,34.7,2016Q3,13,NTNXSep-16,29934530,0,1,14,
1930,10/14/2016,33.15,1,NUTANIX INC,NTNX,9/30/2016,33.15,2016Q3,14,NTNXSep-16,29934530,0,1,14,
1931,10/17/2016,30.65,1,NUTANIX INC,NTNX,9/30/2016,30.65,2016Q3,17,NTNXSep-16,29934530,0,1,14,
1932,10/18/2016,30.74,1,NUTANIX INC,NTNX,9/30/2016,30.74,2016Q3,18,NTNXSep-16,29934530,0,1,14,
1933,10/19/2016,29.99,1,NUTANIX INC,NTNX,9/30/2016,29.99,2016Q3,19,NTNXSep-16,29934530,0,1,14,
1934,10/20/2016,28.5,1,NUTANIX INC,NTNX,9/30/2016,28.5,2016Q3,20,NTNXSep-16,29934530,0,1,14,
1935,10/21/2016,29.21,1,NUTANIX INC,NTNX,9/30/2016,29.21,2016Q3,21,NTNXSep-16,29934530,0,1,14,
1936,10/24/2016,29.77,1,NUTANIX INC,NTNX,9/30/2016,29.77,2016Q3,24,NTNXSep-16,29934530,0,1,14,
1937,10/25/2016,29.15,1,NUTANIX INC,NTNX,9/30/2016,29.15,2016Q3,25,NTNXSep-16,29934530,0,1,14,
1938,10/26/2016,28.76,1,NUTANIX INC,NTNX,9/30/2016,28.76,2016Q3,26,NTNXSep-16,29934530,0,1,14,
1939,10/27/2016,27.43,1,NUTANIX INC,NTNX,9/30/2016,27.43,2016Q3,27,NTNXSep-16,29934530,0,1,14,
1940,10/28/2016,24.84,1,NUTANIX INC,NTNX,9/30/2016,24.84,2016Q3,28,NTNXSep-16,29934530,0,1,14,
1941,10/31/2016,24.5,1,NUTANIX INC,NTNX,9/30/2016,24.5,2016Q3,31,NTNXSep-16,29934530,0,1,14,
1942,9/23/2016,15.75,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,15.75,2016Q3,0,GSUMSep-16,8236104,0,1,14,
1943,9/26/2016,15.92,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,15.92,2016Q3,3,GSUMSep-16,8236104,0,1,14,
1944,9/27/2016,16.64,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,16.64,2016Q3,4,GSUMSep-16,8236104,0,1,14,
1945,9/28/2016,16.99,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,16.99,2016Q3,5,GSUMSep-16,8236104,0,1,14,
1946,9/29/2016,16.75,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,16.75,2016Q3,6,GSUMSep-16,8236104,0,1,14,
1947,9/30/2016,16.85,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,16.85,2016Q3,7,GSUMSep-16,8236104,0,1,14,
1948,10/3/2016,16.71,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,16.71,2016Q3,10,GSUMSep-16,8236104,0,1,14,
1949,10/4/2016,17.85,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,17.85,2016Q3,11,GSUMSep-16,8236104,0,1,14,
1950,10/5/2016,17.39,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,17.39,2016Q3,12,GSUMSep-16,8236104,0,1,14,
1951,10/6/2016,16.82,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,16.82,2016Q3,13,GSUMSep-16,8236104,0,1,14,
1952,10/7/2016,16.8,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,16.8,2016Q3,14,GSUMSep-16,8236104,0,1,14,
1953,10/10/2016,17.86,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,17.86,2016Q3,17,GSUMSep-16,8236104,0,1,14,
1954,10/11/2016,17.26,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,17.26,2016Q3,18,GSUMSep-16,8236104,0,1,14,
1955,10/12/2016,16.99,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,16.99,2016Q3,19,GSUMSep-16,8236104,0,1,14,
1956,10/13/2016,16.46,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,16.46,2016Q3,20,GSUMSep-16,8236104,0,1,14,
1957,10/14/2016,16.43,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,16.43,2016Q3,21,GSUMSep-16,8236104,0,1,14,
1958,10/17/2016,16.42,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,16.42,2016Q3,24,GSUMSep-16,8236104,0,1,14,
1959,10/18/2016,16.05,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,16.05,2016Q3,25,GSUMSep-16,8236104,0,1,14,
1960,10/19/2016,16.15,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,16.15,2016Q3,26,GSUMSep-16,8236104,0,1,14,
1961,10/20/2016,16.2,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,16.2,2016Q3,27,GSUMSep-16,8236104,0,1,14,
1962,10/21/2016,16.04,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,16.04,2016Q3,28,GSUMSep-16,8236104,0,1,14,
1963,10/24/2016,15.38,1,GRIDSUM HOLDING INC  -ADR,GSUM,9/23/2016,15.38,2016Q3,31,GSUMSep-16,8236104,0,1,14,
1964,9/23/2016,22.55,1,APPTIO INC,APTI,9/23/2016,22.55,2016Q3,0,APTISep-16,10705081,0,1,14,
1965,9/26/2016,21.5,1,APPTIO INC,APTI,9/23/2016,21.5,2016Q3,3,APTISep-16,10705081,0,1,14,
1966,9/27/2016,21.19,1,APPTIO INC,APTI,9/23/2016,21.19,2016Q3,4,APTISep-16,10705081,0,1,14,
1967,9/28/2016,23.1,1,APPTIO INC,APTI,9/23/2016,23.1,2016Q3,5,APTISep-16,10705081,0,1,14,
1968,9/29/2016,21.6,1,APPTIO INC,APTI,9/23/2016,21.6,2016Q3,6,APTISep-16,10705081,0,1,14,
1969,9/30/2016,21.7,1,APPTIO INC,APTI,9/23/2016,21.7,2016Q3,7,APTISep-16,10705081,0,1,14,
1970,10/3/2016,21.66,1,APPTIO INC,APTI,9/23/2016,21.66,2016Q3,10,APTISep-16,10705081,0,1,14,
1971,10/4/2016,20.39,1,APPTIO INC,APTI,9/23/2016,20.39,2016Q3,11,APTISep-16,10705081,0,1,14,
1972,10/5/2016,19,1,APPTIO INC,APTI,9/23/2016,19,2016Q3,12,APTISep-16,10705081,0,1,14,
1973,10/6/2016,19.7,1,APPTIO INC,APTI,9/23/2016,19.7,2016Q3,13,APTISep-16,10705081,0,1,14,
1974,10/7/2016,19.76,1,APPTIO INC,APTI,9/23/2016,19.76,2016Q3,14,APTISep-16,10705081,0,1,14,
1975,10/10/2016,20.03,1,APPTIO INC,APTI,9/23/2016,20.03,2016Q3,17,APTISep-16,10705081,0,1,14,
1976,10/11/2016,20.49,1,APPTIO INC,APTI,9/23/2016,20.49,2016Q3,18,APTISep-16,10705081,0,1,14,
1977,10/12/2016,20.08,1,APPTIO INC,APTI,9/23/2016,20.08,2016Q3,19,APTISep-16,10705081,0,1,14,
1978,10/13/2016,20.39,1,APPTIO INC,APTI,9/23/2016,20.39,2016Q3,20,APTISep-16,10705081,0,1,14,
1979,10/14/2016,20.71,1,APPTIO INC,APTI,9/23/2016,20.71,2016Q3,21,APTISep-16,10705081,0,1,14,
1980,10/17/2016,20.52,1,APPTIO INC,APTI,9/23/2016,20.52,2016Q3,24,APTISep-16,10705081,0,1,14,
1981,10/18/2016,20.55,1,APPTIO INC,APTI,9/23/2016,20.55,2016Q3,25,APTISep-16,10705081,0,1,14,
1982,10/19/2016,20.26,1,APPTIO INC,APTI,9/23/2016,20.26,2016Q3,26,APTISep-16,10705081,0,1,14,
1983,10/20/2016,19.92,1,APPTIO INC,APTI,9/23/2016,19.92,2016Q3,27,APTISep-16,10705081,0,1,14,
1984,10/21/2016,20.02,1,APPTIO INC,APTI,9/23/2016,20.02,2016Q3,28,APTISep-16,10705081,0,1,14,
1985,10/24/2016,19.86,1,APPTIO INC,APTI,9/23/2016,19.86,2016Q3,31,APTISep-16,10705081,0,1,14,
1986,9/16/2016,15.25,1,EVERBRIDGE INC,EVBG,9/16/2016,15.25,2016Q3,0,EVBGSep-16,19218136,0,1,14,
1987,9/19/2016,16.5,1,EVERBRIDGE INC,EVBG,9/16/2016,16.5,2016Q3,3,EVBGSep-16,19218136,0,1,14,
1988,9/20/2016,17.01,1,EVERBRIDGE INC,EVBG,9/16/2016,17.01,2016Q3,4,EVBGSep-16,19218136,0,1,14,
1989,9/21/2016,17.55,1,EVERBRIDGE INC,EVBG,9/16/2016,17.55,2016Q3,5,EVBGSep-16,19218136,0,1,14,
1990,9/22/2016,16.86,1,EVERBRIDGE INC,EVBG,9/16/2016,16.86,2016Q3,6,EVBGSep-16,19218136,0,1,14,
1991,9/23/2016,15.06,1,EVERBRIDGE INC,EVBG,9/16/2016,15.06,2016Q3,7,EVBGSep-16,19218136,0,1,14,
1992,9/26/2016,16.24,1,EVERBRIDGE INC,EVBG,9/16/2016,16.24,2016Q3,10,EVBGSep-16,19218136,0,1,14,
1993,9/27/2016,17.02,1,EVERBRIDGE INC,EVBG,9/16/2016,17.02,2016Q3,11,EVBGSep-16,19218136,0,1,14,
1994,9/28/2016,16.5,1,EVERBRIDGE INC,EVBG,9/16/2016,16.5,2016Q3,12,EVBGSep-16,19218136,0,1,14,
1995,9/29/2016,16.32,1,EVERBRIDGE INC,EVBG,9/16/2016,16.32,2016Q3,13,EVBGSep-16,19218136,0,1,14,
1996,9/30/2016,16.86,1,EVERBRIDGE INC,EVBG,9/16/2016,16.86,2016Q3,14,EVBGSep-16,19218136,0,1,14,
1997,10/3/2016,16.74,1,EVERBRIDGE INC,EVBG,9/16/2016,16.74,2016Q3,17,EVBGSep-16,19218136,0,1,14,
1998,10/4/2016,17.01,1,EVERBRIDGE INC,EVBG,9/16/2016,17.01,2016Q3,18,EVBGSep-16,19218136,0,1,14,
1999,10/5/2016,15.72,1,EVERBRIDGE INC,EVBG,9/16/2016,15.72,2016Q3,19,EVBGSep-16,19218136,0,1,14,
